val_loss,val_mean_absolute_percentage_error,val_mean_absolute_error,val_mean_squared_error,loss,mean_absolute_percentage_error,mean_absolute_error,mean_squared_error
0.0775722861289978,470.2261047363281,0.22104774415493011,0.0775722861289978,0.08012596517801285,263715.3125,0.23194560408592224,0.08012596517801285
0.07384035736322403,456.92645263671875,0.2160414457321167,0.07384035736322403,0.07569772750139236,257203.046875,0.2210244983434677,0.07569772750139236
0.06948908418416977,439.2223815917969,0.21097338199615479,0.06948908418416977,0.07224708795547485,250540.8125,0.21403442323207855,0.07224708795547485
0.0644303560256958,417.0633544921875,0.2056993693113327,0.0644303560256958,0.06838225573301315,240908.671875,0.2073618322610855,0.06838225573301315
0.058516185730695724,390.3154296875,0.19934578239917755,0.058516185730695724,0.06378566473722458,232202.390625,0.20119920372962952,0.06378566473722458
0.05154971778392792,357.6938781738281,0.19035372138023376,0.05154971778392792,0.05839529260993004,215642.625,0.1938002109527588,0.05839529260993004
0.04340245574712753,317.37139892578125,0.17718927562236786,0.04340245574712753,0.05176345258951187,195477.203125,0.1840408742427826,0.05176345258951187
0.03465675190091133,268.7076721191406,0.16091971099376678,0.03465675190091133,0.04413554444909096,179906.640625,0.17159110307693481,0.04413554444909096
0.027122706174850464,216.03817749023438,0.14283904433250427,0.027122706174850464,0.03588509559631348,154327.09375,0.1566905826330185,0.03588509559631348
0.02274332009255886,176.4470977783203,0.1291048377752304,0.02274332009255886,0.02898474410176277,138291.984375,0.14246468245983124,0.02898474410176277
0.02252540923655033,134.33319091796875,0.1285153031349182,0.02252540923655033,0.02548973076045513,94988.234375,0.13284187018871307,0.02548973076045513
0.029759222641587257,224.4278564453125,0.14120955765247345,0.029759222641587257,0.025569191202521324,85689.2578125,0.13101300597190857,0.025569191202521324
0.03024405799806118,100.70808410644531,0.1431751400232315,0.03024405799806118,0.034270379692316055,115758.8671875,0.15775814652442932,0.034270379692316055
0.02633875422179699,214.27684020996094,0.1325245052576065,0.02633875422179699,0.031854741275310516,57550.41015625,0.14171640574932098,0.031854741275310516
0.021447384729981422,140.14877319335938,0.12466392666101456,0.021447384729981422,0.03012973815202713,106031.1640625,0.14615924656391144,0.03012973815202713
0.02072470262646675,149.7925567626953,0.12083014100790024,0.02072470262646675,0.024408385157585144,65539.6640625,0.1283143013715744,0.024408385157585144
0.020643915981054306,136.09034729003906,0.12060878425836563,0.020643915981054306,0.02405819110572338,82219.59375,0.1271359920501709,0.02405819110572338
0.020318271592259407,140.0057830810547,0.11891152709722519,0.020318271592259407,0.023813758045434952,71838.984375,0.12567734718322754,0.023813758045434952
0.020282376557588577,132.6231689453125,0.11883664131164551,0.020282376557588577,0.023505164310336113,74328.1328125,0.12475384026765823,0.023505164310336113
0.02007436566054821,135.900146484375,0.11790754646062851,0.02007436566054821,0.02364567667245865,73416.3828125,0.12488069385290146,0.02364567667245865
0.020026659592986107,130.60862731933594,0.11780831217765808,0.020026659592986107,0.023223737254738808,72204.03125,0.12363176047801971,0.023223737254738808
0.01983627676963806,134.245361328125,0.11697127670049667,0.01983627676963806,0.023282332345843315,59328.5703125,0.12354233860969543,0.023282332345843315
0.01983429118990898,127.35333251953125,0.11715331673622131,0.01983429118990898,0.02300688996911049,66867.265625,0.12308277934789658,0.02300688996911049
0.019584214314818382,135.9772186279297,0.11577589064836502,0.019584214314818382,0.02293989807367325,48009.55078125,0.12247080355882645,0.02293989807367325
0.019758660346269608,122.159423828125,0.11704038083553314,0.019758660346269608,0.022754117846488953,50811.73828125,0.12235888838768005,0.022754117846488953
0.01947467401623726,142.13900756835938,0.11478458344936371,0.01947467401623726,0.02264520898461342,60839.12109375,0.12155652046203613,0.02264520898461342
0.02050008252263069,108.20916748046875,0.11957081407308578,0.02050008252263069,0.02282640151679516,70140.1171875,0.12331584095954895,0.02282640151679516
0.021169885993003845,169.97340393066406,0.11903300881385803,0.021169885993003845,0.023137206211686134,37191.33203125,0.1215197741985321,0.023137206211686134
0.02289799600839615,92.9102783203125,0.12465236335992813,0.02289799600839615,0.02445823885500431,91029.015625,0.13015392422676086,0.02445823885500431
0.022841189056634903,186.56690979003906,0.12404215335845947,0.022841189056634903,0.024923041462898254,57082.984375,0.12510855495929718,0.024923041462898254
0.020379355177283287,106.30012512207031,0.11925580352544785,0.020379355177283287,0.026284556835889816,83927.6796875,0.13622677326202393,0.026284556835889816
0.019363241270184517,151.44070434570312,0.11405067890882492,0.019363241270184517,0.0228303000330925,55393.6640625,0.12047633528709412,0.0228303000330925
0.019291862845420837,109.27605438232422,0.11543436348438263,0.019291862845420837,0.02240033447742462,96780.1484375,0.12318912893533707,0.02240033447742462
0.01871674880385399,141.66522216796875,0.11218342930078506,0.01871674880385399,0.021947551518678665,67609.9375,0.11846186220645905,0.021947551518678665
0.01895647682249546,108.55722045898438,0.11421921849250793,0.01895647682249546,0.02186785265803337,67199.6796875,0.12098733335733414,0.02186785265803337
0.0183976199477911,138.5424041748047,0.11102733016014099,0.0183976199477911,0.021531159058213234,61743.51171875,0.11744103580713272,0.021531159058213234
0.018700046464800835,106.99467468261719,0.11329753696918488,0.018700046464800835,0.02142695151269436,58789.91796875,0.11938773840665817,0.02142695151269436
0.01824066787958145,140.24307250976562,0.11051789671182632,0.01824066787958145,0.021164288744330406,55242.8828125,0.11614559590816498,0.021164288744330406
0.01874878816306591,102.24833679199219,0.11333473026752472,0.01874878816306591,0.021218614652752876,72285.375,0.11921485513448715,0.021218614652752876
0.01841225102543831,147.33743286132812,0.11090634763240814,0.01841225102543831,0.021206025034189224,35139.5859375,0.11581705510616302,0.021206025034189224
0.019010690972208977,96.68716430664062,0.11389286071062088,0.019010690972208977,0.021327510476112366,64092.73046875,0.12007911503314972,0.021327510476112366
0.018798034638166428,155.2859344482422,0.11240888386964798,0.018798034638166428,0.021159835159778595,44406.6875,0.11507708579301834,0.021159835159778595
