loss,mean_squared_error,mean_absolute_error,val_loss,val_mean_squared_error,val_mean_absolute_error
0.0032427919883299366,0.0032427923288196325,0.03954721614718437,0.0019551634824531185,0.0019551634322851896,0.03203170746564865
0.002270759915750423,0.002270760014653206,0.032953839749097824,0.001857694325896587,0.001857694354839623,0.03132234513759613
0.00218370353671551,0.0021837034728378057,0.03222545608878136,0.0018158972717420255,0.0018158972961828113,0.031193343922495842
0.002254684972169128,0.0022546849213540554,0.032594289630651474,0.0020408013421342355,0.0020408015698194504,0.034325409680604935
