val_loss,val_mean_absolute_percentage_error,val_mean_absolute_error,val_mean_squared_error,loss,mean_absolute_percentage_error,mean_absolute_error,mean_squared_error
0.08090260624885559,458.2880859375,0.2407209426164627,0.08090260624885559,0.08860322833061218,1314335.625,0.26091596484184265,0.08860322833061218
0.07590867578983307,445.99041748046875,0.229995995759964,0.07590867578983307,0.08074376732110977,1284694.75,0.24240683019161224,0.08074376732110977
0.07081278413534164,430.83392333984375,0.22058333456516266,0.07081278413534164,0.07541957497596741,1249031.375,0.23061105608940125,0.07541957497596741
0.06501699984073639,411.428955078125,0.21079480648040771,0.06501699984073639,0.07027771323919296,1199697.5,0.22077378630638123,0.07027771323919296
0.05809274688363075,386.0936279296875,0.19991904497146606,0.05809274688363075,0.06442026048898697,1151296.875,0.21038703620433807,0.06442026048898697
0.04985176771879196,352.9151916503906,0.18636909127235413,0.04985176771879196,0.05760723724961281,1083681.0,0.19990642368793488,0.05760723724961281
0.040457118302583694,310.0107421875,0.16999994218349457,0.040457118302583694,0.04984814301133156,971133.5625,0.1870075911283493,0.04984814301133156
0.031217914074659348,258.5611572265625,0.15047425031661987,0.031217914074659348,0.041319429874420166,839457.9375,0.17275124788284302,0.041319429874420166
0.02372383512556553,205.0745849609375,0.13225573301315308,0.02372383512556553,0.03315073996782303,748383.5625,0.15572507679462433,0.03315073996782303
0.021409519016742706,167.54571533203125,0.12100355327129364,0.021409519016742706,0.02714112028479576,555733.5625,0.13977648317813873,0.02714112028479576
0.022114017978310585,145.76979064941406,0.12734033167362213,0.022114017978310585,0.025125039741396904,483993.90625,0.13162557780742645,0.025125039741396904
0.02555876225233078,167.41647338867188,0.13683854043483734,0.02555876225233078,0.028644505888223648,415044.34375,0.1372901350259781,0.028644505888223648
0.01816209964454174,147.6186981201172,0.11557954549789429,0.01816209964454174,0.027485700324177742,405131.5625,0.14142374694347382,0.027485700324177742
0.018214335665106773,144.85018920898438,0.1102200299501419,0.018214335665106773,0.023294707760214806,440730.4375,0.12299627810716629,0.023294707760214806
0.016523748636245728,133.94883728027344,0.10587324947118759,0.016523748636245728,0.0221707746386528,367789.28125,0.12121012806892395,0.0221707746386528
0.01659371517598629,133.1647186279297,0.10431866347789764,0.01659371517598629,0.021497508510947227,383382.34375,0.11632541567087173,0.021497508510947227
0.015712719410657883,128.32423400878906,0.10225050151348114,0.015712719410657883,0.020839691162109375,324262.53125,0.11552742123603821,0.020839691162109375
0.015700163319706917,128.93252563476562,0.10146316885948181,0.015700163319706917,0.02057040110230446,352594.5625,0.11337046325206757,0.02057040110230446
0.014976996928453445,125.2105712890625,0.09960535913705826,0.014976996928453445,0.019987834617495537,362628.5,0.11261914670467377,0.019987834617495537
0.014920897781848907,125.24410247802734,0.09878374636173248,0.014920897781848907,0.01936732977628708,382493.25,0.10969030112028122,0.01936732977628708
0.014145581983029842,120.47074890136719,0.09674098342657089,0.014145581983029842,0.018956225365400314,357764.34375,0.10929357260465622,0.018956225365400314
0.014417578466236591,122.98057556152344,0.09703493863344193,0.014417578466236591,0.01858886517584324,334249.84375,0.10738988220691681,0.01858886517584324
0.013408144935965538,115.92334747314453,0.0951542928814888,0.013408144935965538,0.018090782687067986,336410.40625,0.10744466632604599,0.018090782687067986
0.014860626310110092,125.08177947998047,0.10057029128074646,0.014860626310110092,0.017932917922735214,341371.40625,0.10459927469491959,0.017932917922735214
0.01356516033411026,111.60099792480469,0.09715405851602554,0.01356516033411026,0.017840731889009476,362056.3125,0.10882694274187088,0.017840731889009476
0.016658084467053413,130.58657836914062,0.10931484401226044,0.016658084467053413,0.018108611926436424,347304.71875,0.10494006425142288,0.018108611926436424
0.013185963034629822,112.89797973632812,0.09648316353559494,0.013185963034629822,0.018955329433083534,373915.3125,0.11546070128679276,0.018955329433083534
0.014252477325499058,124.25011444091797,0.09973915666341782,0.014252477325499058,0.0174221433699131,359619.625,0.10398651659488678,0.0174221433699131
0.011850325390696526,109.12506103515625,0.09040695428848267,0.011850325390696526,0.016565771773457527,321769.96875,0.10644159466028214,0.016565771773457527
0.01246712077409029,115.02864837646484,0.0919472947716713,0.01246712077409029,0.015737274661660194,303299.875,0.09790321439504623,0.015737274661660194
0.010996590368449688,105.24529266357422,0.08603660762310028,0.010996590368449688,0.015129752457141876,311545.71875,0.09972651302814484,0.015129752457141876
0.011559701524674892,110.75621795654297,0.08811569958925247,0.011559701524674892,0.014538964256644249,324800.0625,0.0939757451415062,0.014538964256644249
0.010413932614028454,101.97110748291016,0.08361093699932098,0.010413932614028454,0.014098159968852997,321864.4375,0.09592632204294205,0.014098159968852997
0.011092845350503922,108.10249328613281,0.08658185601234436,0.011092845350503922,0.013818258419632912,293595.96875,0.0918261930346489,0.013818258419632912
0.010077702812850475,97.95319366455078,0.08240082114934921,0.010077702812850475,0.013639724813401699,312199.40625,0.09455680102109909,0.013639724813401699
0.011313531547784805,109.7621078491211,0.0888592004776001,0.011313531547784805,0.01338719017803669,302537.375,0.08961842209100723,0.01338719017803669
0.010005285032093525,96.07760620117188,0.08246167004108429,0.010005285032093525,0.013296065852046013,304408.53125,0.09484884887933731,0.013296065852046013
0.01137461606413126,108.51435089111328,0.08965817838907242,0.01137461606413126,0.01336153969168663,354112.96875,0.08993018418550491,0.01336153969168663
0.009572897106409073,95.77959442138672,0.08078519999980927,0.009572897106409073,0.01316358894109726,315784.1875,0.09468458592891693,0.01316358894109726
0.010376849211752415,104.92166137695312,0.08522708714008331,0.010376849211752415,0.012459798716008663,329283.46875,0.08753206580877304,0.012459798716008663
0.00885195191949606,92.15480041503906,0.0770343467593193,0.00885195191949606,0.012272698804736137,300481.4375,0.0911090150475502,0.012272698804736137
0.0095337750390172,100.85968780517578,0.08114826679229736,0.0095337750390172,0.011603034101426601,295859.46875,0.08424903452396393,0.011603034101426601
0.008258176036179066,88.9123306274414,0.0737418532371521,0.008258176036179066,0.01123782992362976,296917.9375,0.08672114461660385,0.01123782992362976
0.008859776891767979,97.4815673828125,0.0776921734213829,0.008859776891767979,0.010686524212360382,268248.90625,0.08065930753946304,0.010686524212360382
0.00792616792023182,86.37177276611328,0.07201499491930008,0.00792616792023182,0.010672987438738346,300705.59375,0.08479776978492737,0.010672987438738346
0.00857854075729847,94.41680145263672,0.07633188366889954,0.00857854075729847,0.010182922706007957,273852.84375,0.07929203659296036,0.010182922706007957
0.007743378635495901,85.55656433105469,0.07134493440389633,0.007743378635495901,0.010079080238938332,305295.53125,0.08213120698928833,0.010079080238938332
0.008412692695856094,92.89799499511719,0.07567925751209259,0.008412692695856094,0.00978216715157032,281035.875,0.07788094133138657,0.00978216715157032
0.007475676015019417,82.95934295654297,0.07017958909273148,0.007475676015019417,0.00982948299497366,278580.65625,0.0811852216720581,0.00982948299497366
0.008022804744541645,90.82037353515625,0.07361408323049545,0.008022804744541645,0.009355532005429268,277109.15625,0.07633450627326965,0.009355532005429268
0.007233241572976112,81.55350494384766,0.06920185685157776,0.007233241572976112,0.009208415634930134,275916.9375,0.07880955934524536,0.009208415634930134
0.00783462729305029,89.4305191040039,0.0725889727473259,0.00783462729305029,0.008861576206982136,265221.40625,0.07440220564603806,0.008861576206982136
0.007084935437887907,80.83154296875,0.06869222223758698,0.007084935437887907,0.009051240980625153,281958.28125,0.07791349291801453,0.009051240980625153
0.007514927536249161,85.39700317382812,0.07058975100517273,0.007514927536249161,0.00846310518682003,257534.15625,0.07322351634502411,0.00846310518682003
0.006776526570320129,79.07693481445312,0.06681028008460999,0.006776526570320129,0.00861781183630228,258782.515625,0.07571788877248764,0.00861781183630228
0.007028479594737291,82.4581069946289,0.06777629256248474,0.007028479594737291,0.008252274245023727,283034.5,0.07252706587314606,0.008252274245023727
0.006519358139485121,77.1939926147461,0.06510446220636368,0.006519358139485121,0.008008127100765705,277245.65625,0.07316010445356369,0.008008127100765705
0.006780571769922972,79.61231231689453,0.0661250650882721,0.006780571769922972,0.007575489580631256,301064.21875,0.06923756003379822,0.007575489580631256
0.006384517997503281,74.89800262451172,0.06409642845392227,0.006384517997503281,0.007674941327422857,274836.0,0.0716080293059349,0.007674941327422857
