00:00,3001-2,3662-6,0.011904805089263896
00:00,3001-2,3001-3,0.0005819933157558548
00:00,3001-2,3001-6,0.0012663383021601728
00:00,3001-2,3001-7,0.0012366111600105136
00:00,3001-3,3001-2,0.0005819933157558548
00:00,3001-3,3002-7,0.005136790731191412
00:00,3001-3,3001-6,0.0011457304721422873
00:00,3001-3,3001-7,0.0014808578078217185
00:00,3001-6,3001-2,0.0012663383021601728
00:00,3001-6,3001-3,0.0011457304721422873
00:00,3001-6,4262-6,0.015835529167024756
00:00,3001-6,3001-7,0.0008223214290273008
00:00,3001-7,3001-2,0.0012366111600105136
00:00,3001-7,3001-3,0.0014808578078217185
00:00,3001-7,3001-6,0.0008223214290273008
00:00,3662-6,3001-2,0.011904805089263896
00:00,3662-6,3662-1,0.0010132656997218364
00:00,3662-6,3662-2,0.0011834251144838411
00:00,3662-6,3662-7,0.0007287108859488696
00:00,3662-6,3002-1,0.010478442264055489
00:00,3662-1,3662-6,0.0010132656997218364
00:00,3662-1,2820-5,0.02614574050416795
00:00,3662-1,3662-2,0.0005651521307765392
00:00,3662-1,3662-7,0.0008307362379794452
00:00,3662-2,3662-6,0.0011834251144838411
00:00,3662-2,3662-1,0.0005651521307765392
00:00,3662-2,4335-6,0.01190591351667883
00:00,3662-2,3662-7,0.0013064083107803932
00:00,3662-2,4324-7,0.0124905787914743
00:00,3662-7,3662-6,0.0007287108859488696
00:00,3662-7,3662-1,0.0008307362379794452
00:00,3662-7,3662-2,0.0013064083107803932
00:00,3002-7,3001-3,0.005136790731191412
00:00,3002-7,3002-1,0.0008943488656866035
00:00,3002-7,3002-3,0.0014491822645863832
00:00,3002-7,3002-5,0.0009141668510550254
00:00,3002-1,3002-7,0.0008943488656866035
00:00,3002-1,3002-5,0.0010502403017086089
00:00,3002-1,3662-6,0.010478442264055489
00:00,3002-1,3002-3,0.0008648823046150309
00:00,3002-3,3002-7,0.0014491822645863832
00:00,3002-3,3002-5,0.0009071144694296659
00:00,3002-3,3002-1,0.0008648823046150309
00:00,3002-3,4035-7,0.04489929190128845
00:00,3002-5,3002-7,0.0009141668510550254
00:00,3002-5,4263-1,0.013857398548164654
00:00,3002-5,3002-1,0.0010502403017086089
00:00,3002-5,3002-3,0.0009071144694296659
00:00,4263-1,3002-5,0.013857398548164654
00:00,4263-1,4263-3,0.0009262161243247263
00:00,4263-1,4263-5,0.0008500205431756351
00:00,4263-1,4263-7,0.0016351128061585158
00:00,4263-3,4263-1,0.0009262161243247263
00:00,4263-3,4264-7,0.01160282076838248
00:00,4263-3,4263-5,0.0009559568584546004
00:00,4263-3,4263-7,0.0024093567958026175
00:00,4263-5,4263-1,0.0008500205431756351
00:00,4263-5,4263-3,0.0009559568584546004
00:00,4263-5,4263-7,0.0016171989646009291
00:00,4263-7,4263-1,0.0016351128061585158
00:00,4263-7,4263-3,0.0024093567958026175
00:00,4263-7,4262-6,0.013413888185853356
00:00,4263-7,4263-5,0.0016171989646009291
00:00,3120-1,4035-5,0.00659676130402683
00:00,3120-1,3120-3,0.0008099444537786779
00:00,3120-1,3120-5,0.0009564264465364742
00:00,3120-1,3120-7,0.0008204475325021421
00:00,3120-3,3120-1,0.0008099444537786779
00:00,3120-3,3122-7,0.009540463385035884
00:00,3120-3,3120-5,0.0008074119245712639
00:00,3120-3,3120-7,0.0013187229516568892
00:00,3120-5,3120-1,0.0009564264465364742
00:00,3120-5,3120-3,0.0008074119245712639
00:00,3120-5,4040-1,0.017634814118586986
